task_id,source_task_id,machine_type,machine_model,task_type,operator_skill_level,operator_experience_years,material_type,material_density,target_quantity,terrain_type,terrain_slope_percent,soil_moisture,weather_condition,temperature_c,rainfall_mm,visibility_m,distance_m,machine_age_years,idle_ratio,average_engine_load,average_rpm,estimated_duration_min,actual_duration_min
TH00675,,MOTOR_GRADER,MG-220D2,Road Preparation,INTERMEDIATE,3.9,ASPHALT_MILLINGS,1.4,1406.9,UNEVEN,0.0,16.3,CLOUDY,27.0,0.0,4483.0,1911.0,1.2,0.124,47.5,1345.0,101.4,104.2
TH00676,,EXCAVATOR,EX-226D2,Material Loading,EXPERT,17.3,CLAY,1.6,2248.8,MOUNTAINOUS,19.5,24.6,CLOUDY,21.5,0.0,5939.0,1786.0,1.1,0.107,58.8,1514.0,472.5,630.7
TH00677,T00677,BACKHOE_LOADER,BL-986D,Trenching,INTERMEDIATE,5.5,GRAVEL,1.8,336.1,FLAT,3.0,9.1,SUNNY,29.1,0.0,9138.0,2316.0,12.0,0.212,82.9,1336.0,198.6,241.0
TH00678,,MOTOR_GRADER,MG-336GC,Trenching,BEGINNER,0.6,CLAY,1.6,476.0,FLAT,8.4,28.2,FOG,14.4,0.2,108.0,896.0,10.0,0.223,61.2,1369.0,794.8,1497.1
TH00679,,ARTICULATED_HAULER,AH-336,Hauling,EXPERT,12.7,ROCK_FILL,2.2,914.7,UNEVEN,3.6,14.1,CLOUDY,23.3,0.0,8532.0,2353.0,8.5,0.01,52.1,1678.0,271.9,347.5
TH00680,T00680,DOZER,DZ-950D,Material Stockpiling,INTERMEDIATE,5.5,CRUSHED_STONE,1.7,1482.8,MOUNTAINOUS,11.8,8.8,SUNNY,24.3,0.0,,2937.0,1.6,0.168,28.0,1303.0,317.2,688.9
TH00681,,COMPACTOR,CP-986D2,Road Preparation,INTERMEDIATE,7.7,ASPHALT_MILLINGS,1.4,3189.9,ROLLING,9.0,28.2,CLOUDY,23.0,0.0,5138.0,1156.0,8.3,0.061,64.8,1586.0,230.9,266.7
TH00682,,DOZER,DZ-349D,Demolition,INTERMEDIATE,4.4,GRAVEL,1.8,166.2,ROLLING,12.2,11.4,SUNNY,25.5,0.0,6701.0,219.0,10.1,0.322,49.8,1582.0,67.5,105.7
TH00683,T00683,DOZER,DZ-972,Soil Compaction,BEGINNER,2.3,GRAVEL,1.8,1277.6,UNEVEN,0.8,12.5,SUNNY,21.4,0.0,4898.0,2462.0,2.3,0.228,60.3,1647.0,126.2,148.0
TH00684,,WHEEL_LOADER,WL-390D2,Material Loading,INTERMEDIATE,3.9,CLAY,1.6,1540.1,ROLLING,15.6,17.3,RAINY,30.7,2.7,443.0,185.0,14.3,0.13,69.4,1625.0,374.3,759.2
TH00685,T00685,WHEEL_LOADER,WL-336,Material Loading,EXPERT,18.2,ROCK_FILL,2.2,2017.5,ROLLING,8.1,14.6,FOG,18.3,0.6,232.0,1839.0,7.7,0.142,37.1,1556.0,413.8,771.8
TH00686,,DOZER,DZ-972,Hauling,EXPERT,23.6,SAND,1.5,977.7,UNEVEN,5.6,25.1,RAINY,22.1,9.5,894.0,498.0,2.3,0.227,66.6,1680.0,558.9,1026.4
TH00687,,BACKHOE_LOADER,BL-986GC,Trenching,INTERMEDIATE,7.0,ASPHALT_MILLINGS,1.4,364.2,MOUNTAINOUS,13.7,7.5,SUNNY,24.3,0.0,6321.0,1371.0,7.3,0.119,35.1,1225.0,209.1,281.4
TH00688,,BACKHOE_LOADER,BL-986D,Road Preparation,INTERMEDIATE,4.4,ASPHALT_MILLINGS,1.4,1142.3,FLAT,0.0,3.0,SUNNY,21.1,0.0,5157.0,2407.0,12.0,0.219,68.9,1479.0,186.4,186.9
TH00689,,EXCAVATOR,EX-140GC,Earth Excavation,INTERMEDIATE,7.0,SAND,1.5,1340.9,UNEVEN,6.0,3.0,SUNNY,21.9,0.0,6588.0,1337.0,5.6,0.317,47.5,1352.0,399.5,443.0
TH00690,T00690,BACKHOE_LOADER,BL-220GC,Trenching,EXPERT,22.8,ROCK_FILL,2.2,418.2,UNEVEN,0.0,8.4,FOG,23.5,0.8,,3321.0,3.0,0.01,53.6,1959.0,216.2,351.0
TH00691,T00691,DOZER,DZ-986D2,Demolition,INTERMEDIATE,6.8,GRAVEL,1.8,925.9,FLAT,2.7,13.2,CLOUDY,29.1,0.0,9605.0,938.0,13.6,0.033,88.3,1966.0,370.7,327.7
TH00692,T00692,WHEEL_LOADER,WL-390D2,Material Stockpiling,BEGINNER,1.6,GRAVEL,1.8,426.9,ROLLING,8.1,16.1,SUNNY,14.9,0.0,7261.0,2565.0,14.3,0.248,61.0,1541.0,114.8,204.9
TH00693,,MOTOR_GRADER,MG-336GC,Grading,BEGINNER,2.3,ASPHALT_MILLINGS,1.4,5165.3,FLAT,4.0,6.9,CLOUDY,19.9,0.0,6645.0,2537.0,10.0,0.09,71.1,1666.0,313.4,308.5
TH00694,,BACKHOE_LOADER,BL-220GC,Trenching,BEGINNER,1.8,CRUSHED_STONE,1.7,462.6,UNEVEN,1.1,20.3,CLOUDY,24.3,0.0,7637.0,2383.0,3.0,0.374,78.5,2102.0,358.6,447.9
TH00695,,BACKHOE_LOADER,BL-986D,Trenching,INTERMEDIATE,4.6,TOPSOIL,1.3,312.7,FLAT,0.0,18.2,SUNNY,14.5,0.0,7863.0,110.0,12.0,0.161,52.2,1583.0,180.2,203.6
TH00696,,MOTOR_GRADER,MG-336GC,Road Preparation,INTERMEDIATE,5.1,TOPSOIL,1.3,3886.0,FLAT,1.5,3.0,CLOUDY,23.5,0.0,6378.0,3267.0,10.0,0.088,59.3,1918.0,271.9,300.7
TH00697,,BACKHOE_LOADER,BL-986GC,Trenching,EXPERT,17.3,CRUSHED_STONE,1.7,194.5,MOUNTAINOUS,8.3,19.8,SUNNY,23.6,0.0,5302.0,1715.0,7.3,0.172,57.3,1277.0,97.6,138.8
TH00698,T00698,COMPACTOR,CP-950,Grading,BEGINNER,0.6,SAND,1.5,4401.5,ROLLING,5.5,15.0,CLOUDY,27.7,0.0,7171.0,103.0,3.4,0.267,65.7,1556.0,492.7,559.9
TH00699,T00699,EXCAVATOR,EX-320GC,Material Loading,EXPERT,23.4,ASPHALT_MILLINGS,1.4,551.7,MOUNTAINOUS,11.8,10.8,SUNNY,28.3,0.0,6897.0,588.0,5.3,0.085,18.1,1673.0,110.7,130.5
TH00700,T00700,WHEEL_LOADER,WL-972XE,Material Stockpiling,EXPERT,23.6,GRAVEL,1.8,1175.8,FLAT,0.7,42.7,RAINY,13.3,13.9,1863.0,544.0,14.4,0.146,75.0,1510.0,208.4,376.3
TH00701,,BACKHOE_LOADER,BL-986GC,Trenching,BEGINNER,0.8,ASPHALT_MILLINGS,1.4,361.4,MOUNTAINOUS,14.1,8.5,SUNNY,21.7,0.0,5314.0,2648.0,7.3,0.281,70.6,1603.0,289.0,392.0
TH00702,T00702,WHEEL_LOADER,WL-140XE,Road Preparation,INTERMEDIATE,7.7,ASPHALT_MILLINGS,1.4,878.0,UNEVEN,0.0,10.8,WINDY,19.0,0.0,5883.0,2265.0,8.1,0.063,61.6,1929.0,99.8,100.7
TH00703,,WHEEL_LOADER,WL-986,Material Loading,BEGINNER,1.5,GRAVEL,1.8,1377.7,MOUNTAINOUS,23.5,21.3,CLOUDY,19.8,0.0,8621.0,3341.0,11.8,0.188,72.7,1488.0,419.7,620.4
TH00704,,DOZER,DZ-986GC,Grading,INTERMEDIATE,5.5,ROCK_FILL,2.2,1050.7,FLAT,3.4,17.9,FOG,37.6,0.8,187.0,2417.0,12.0,0.07,53.5,1946.0,86.9,148.2
TH00705,,ARTICULATED_HAULER,AH-349D,Soil Compaction,INTERMEDIATE,4.4,ROCK_FILL,2.2,4838.4,ROLLING,7.6,6.0,SUNNY,29.3,0.0,6308.0,3365.0,0.8,0.28,27.4,1425.0,387.0,574.2
TH00706,,EXCAVATOR,EX-320GC,Material Loading,BEGINNER,1.4,CRUSHED_STONE,1.7,1873.6,MOUNTAINOUS,14.4,5.7,SUNNY,22.6,0.0,9919.0,985.0,5.3,0.159,68.7,1516.0,586.4,767.4
TH00707,T00707,ARTICULATED_HAULER,AH-226D,Hauling,INTERMEDIATE,7.7,ASPHALT_MILLINGS,1.4,1270.1,ROLLING,8.1,12.1,SUNNY,27.8,0.0,5242.0,184.0,2.4,0.087,50.2,1471.0,426.3,478.9
TH00708,,ARTICULATED_HAULER,AH-349D,Hauling,INTERMEDIATE,2.1,ROCK_FILL,2.2,765.9,ROLLING,13.5,19.8,CLOUDY,26.7,0.0,8372.0,2177.0,0.8,0.216,74.3,1704.0,272.1,515.4
TH00709,,DOZER,DZ-950D,Road Preparation,BEGINNER,2.0,CLAY,1.6,1778.8,MOUNTAINOUS,7.7,19.7,SUNNY,34.3,0.0,6409.0,2203.0,1.6,0.153,63.0,1414.0,164.3,185.4
TH00710,T00710,ARTICULATED_HAULER,AH-336,Hauling,INTERMEDIATE,7.6,TOPSOIL,1.3,1992.9,UNEVEN,0.8,15.8,SUNNY,33.2,0.0,6242.0,1030.0,8.5,0.041,75.2,1636.0,703.3,732.4
TH00711,T00711,BACKHOE_LOADER,BL-986GC,Trenching,EXPERT,12.7,CLAY,1.6,361.7,MOUNTAINOUS,11.8,14.0,CLOUDY,28.8,0.0,9670.0,1412.0,7.3,0.017,24.1,1234.0,180.8,213.6
TH00712,,BACKHOE_LOADER,BL-220GC,Trenching,INTERMEDIATE,3.0,CLAY,1.6,449.8,UNEVEN,0.0,3.3,WINDY,28.5,0.0,3967.0,2741.0,3.0,0.125,53.5,1512.0,269.7,288.8
TH00713,T00713,DOZER,DZ-349D,Demolition,BEGINNER,0.8,GRAVEL,1.8,575.8,ROLLING,6.7,6.5,SUNNY,29.8,0.0,8012.0,1413.0,10.1,0.204,91.2,1957.0,294.9,368.0
TH00714,,MOTOR_GRADER,MG-336GC,Road Preparation,INTERMEDIATE,3.6,CLAY,1.6,4001.5,FLAT,2.2,7.0,SUNNY,,0.0,5411.0,3299.0,10.0,0.113,72.0,1638.0,291.2,284.0
TH00715,,MOTOR_GRADER,MG-160D,Road Preparation,INTERMEDIATE,7.6,SAND,1.5,515.8,UNEVEN,2.0,8.8,FOG,13.0,0.0,245.0,727.0,7.7,0.118,66.7,2116.0,37.2,63.1
TH00716,,EXCAVATOR,EX-226D2,Soil Compaction,EXPERT,19.9,CRUSHED_STONE,1.7,3658.1,MOUNTAINOUS,18.7,35.5,SUNNY,35.4,0.0,5297.0,2213.0,1.1,0.153,79.0,1312.0,204.3,263.9
TH00717,T00717,DOZER,DZ-986GC,Road Preparation,INTERMEDIATE,7.1,CLAY,1.6,357.2,FLAT,0.7,8.2,CLOUDY,21.3,0.0,7673.0,2193.0,12.0,0.205,58.2,1669.0,25.7,29.5
TH00718,T00718,ARTICULATED_HAULER,AH-226D,Hauling,BEGINNER,2.5,SAND,1.5,1285.3,ROLLING,8.1,15.8,CLOUDY,37.8,0.0,9704.0,2901.0,2.4,0.211,37.8,1528.0,565.8,902.5
TH00719,,MOTOR_GRADER,MG-986XE,Road Preparation,EXPERT,18.2,TOPSOIL,1.3,2380.6,FLAT,0.0,72.6,STORM,16.7,21.4,234.0,1143.0,12.4,0.161,43.2,1469.0,144.1,476.5
TH00720,,COMPACTOR,CP-972D2,Road Preparation,INTERMEDIATE,7.1,CLAY,1.6,4600.5,MOUNTAINOUS,24.6,23.3,SUNNY,22.1,0.0,7819.0,777.0,4.2,0.194,55.4,1739.0,326.2,492.1
TH00721,T00721,COMPACTOR,CP-950,Road Preparation,BEGINNER,0.5,CRUSHED_STONE,1.7,3050.7,ROLLING,5.5,11.5,CLOUDY,16.3,0.0,6056.0,732.0,3.4,0.169,89.7,1641.0,288.1,279.1
TH00722,,WHEEL_LOADER,WL-986,Material Stockpiling,INTERMEDIATE,2.6,ROCK_FILL,2.2,1518.3,MOUNTAINOUS,17.1,15.5,SUNNY,30.0,0.0,6938.0,3370.0,11.8,0.216,53.8,1773.0,348.6,699.8
TH00723,,EXCAVATOR,EX-220XE,Earth Excavation,BEGINNER,1.4,CLAY,1.6,337.5,ROLLING,0.9,15.1,WINDY,14.8,0.0,6095.0,1001.0,10.9,0.222,71.6,1459.0,126.9,149.4
TH00724,T00724,EXCAVATOR,EX-972XE,Trenching,INTERMEDIATE,5.1,TOPSOIL,1.3,535.4,FLAT,0.4,16.9,SUNNY,24.3,0.0,6603.0,3081.0,3.7,0.177,68.8,1543.0,313.7,303.2
TH00725,T00725,COMPACTOR,CP-986D2,Road Preparation,EXPERT,17.3,CLAY,1.6,1371.4,ROLLING,6.7,23.4,SUNNY,27.7,0.0,8393.0,2400.0,8.3,0.171,18.8,1225.0,83.7,89.8
TH00726,,MOTOR_GRADER,MG-390D2,Grading,INTERMEDIATE,5.0,ROCK_FILL,2.2,4626.2,FLAT,1.0,8.1,SUNNY,19.8,0.0,6434.0,1687.0,8.3,0.143,59.6,1346.0,216.3,220.1
TH00727,,DOZER,DZ-986D2,Demolition,EXPERT,23.4,SAND,1.5,280.8,FLAT,2.7,24.5,RAINY,12.4,8.0,675.0,491.0,13.6,0.115,63.6,1011.0,96.6,188.8
TH00728,,EXCAVATOR,EX-140GC,Earth Excavation,INTERMEDIATE,5.8,TOPSOIL,1.3,379.8,UNEVEN,1.5,35.6,RAINY,28.6,11.4,1022.0,1069.0,5.6,0.139,63.5,1735.0,113.3,164.5
TH00729,,ARTICULATED_HAULER,AH-349D,Hauling,INTERMEDIATE,5.8,ROCK_FILL,2.2,2028.5,ROLLING,8.4,22.1,SUNNY,38.1,0.0,7459.0,752.0,0.8,0.171,43.7,1963.0,680.7,880.2
TH00730,,DOZER,DZ-349D,Demolition,INTERMEDIATE,5.8,CRUSHED_STONE,1.7,791.8,ROLLING,5.8,10.4,SUNNY,20.7,0.0,8497.0,1306.0,10.1,0.099,92.7,1841.0,311.7,364.8
TH00731,,WHEEL_LOADER,WL-972XE,Material Loading,INTERMEDIATE,7.6,ASPHALT_MILLINGS,1.4,952.3,FLAT,0.0,10.2,RAINY,14.2,1.2,1895.0,2045.0,14.4,0.107,68.7,1765.0,217.4,305.7
TH00732,,BACKHOE_LOADER,BL-220GC,Road Preparation,INTERMEDIATE,5.5,ASPHALT_MILLINGS,1.4,2862.6,UNEVEN,0.0,14.0,WINDY,14.1,0.0,7624.0,2621.0,3.0,0.155,69.9,1245.0,364.0,394.6
TH00733,T00733,ARTICULATED_HAULER,AH-336,Hauling,INTERMEDIATE,5.5,CLAY,1.6,1863.6,UNEVEN,0.8,14.1,SUNNY,15.4,0.0,6522.0,776.0,8.5,0.191,,1534.0,647.6,711.8
TH00734,,EXCAVATOR,EX-320GC,Hauling,INTERMEDIATE,2.6,ROCK_FILL,2.2,1740.1,MOUNTAINOUS,11.1,18.9,WINDY,17.0,0.0,4878.0,700.0,5.3,0.24,46.5,1580.0,1073.1,1503.3
TH00735,T00735,DOZER,DZ-986D2,Material Stockpiling,INTERMEDIATE,6.8,TOPSOIL,1.3,687.4,FLAT,2.7,15.8,FOG,34.0,0.1,147.0,313.0,13.6,0.01,71.3,1628.0,141.6,239.8
TH00736,T00736,EXCAVATOR,EX-972XE,Trenching,EXPERT,23.4,ROCK_FILL,2.2,44.7,FLAT,0.4,19.4,SUNNY,19.1,0.0,7557.0,2358.0,3.7,0.104,51.0,1840.0,21.7,20.0
TH00737,,WHEEL_LOADER,WL-986,Material Stockpiling,INTERMEDIATE,5.5,TOPSOIL,1.3,250.6,MOUNTAINOUS,17.5,10.4,CLOUDY,31.0,0.0,4639.0,1738.0,11.8,0.162,93.2,1035.0,51.3,93.1
TH00738,T00738,EXCAVATOR,EX-972XE,Trenching,INTERMEDIATE,3.9,ASPHALT_MILLINGS,1.4,133.7,FLAT,0.4,13.0,WINDY,29.4,0.0,8149.0,2461.0,3.7,0.081,50.3,1613.0,81.6,67.6
TH00739,,DOZER,DZ-972,Grading,EXPERT,19.9,GRAVEL,1.8,970.7,UNEVEN,5.6,3.0,CLOUDY,,0.0,6322.0,2287.0,2.3,0.093,78.5,1537.0,66.2,70.2
TH00740,T00740,BACKHOE_LOADER,BL-390D2,Trenching,INTERMEDIATE,2.1,CRUSHED_STONE,1.7,227.8,UNEVEN,2.8,8.6,CLOUDY,21.7,0.0,7264.0,1292.0,4.2,0.147,72.8,1788.0,142.3,153.7
TH00741,,EXCAVATOR,EX-336XE,Material Loading,BEGINNER,0.8,GRAVEL,1.8,1350.6,UNEVEN,1.8,16.7,SUNNY,13.1,0.0,8839.0,1794.0,4.7,0.228,20.7,1555.0,418.8,405.3
TH00742,T00742,EXCAVATOR,EX-226XE,Earth Excavation,INTERMEDIATE,2.7,CLAY,1.6,149.4,FLAT,0.4,16.7,RAINY,24.8,2.1,1782.0,1287.0,13.8,0.073,52.6,1690.0,44.9,61.3
TH00743,,BACKHOE_LOADER,BL-986GC,Trenching,INTERMEDIATE,3.6,ROCK_FILL,2.2,237.4,ROLLING,4.6,20.8,WINDY,22.7,0.0,5386.0,316.0,10.6,0.214,70.8,1378.0,137.2,182.0
TH00744,,EXCAVATOR,EX-336XE,Material Loading,INTERMEDIATE,5.5,ASPHALT_MILLINGS,1.4,237.7,UNEVEN,3.4,15.6,CLOUDY,25.1,0.0,8598.0,2932.0,4.7,0.207,30.6,1086.0,56.0,60.9
TH00745,,COMPACTOR,CP-986D2,Hauling,EXPERT,14.9,SAND,1.5,652.2,ROLLING,7.3,3.0,CLOUDY,19.4,0.0,5136.0,136.0,8.3,0.093,63.6,1528.0,330.9,401.9
TH00746,T00746,MOTOR_GRADER,MG-986XE,Demolition,BEGINNER,1.4,ROCK_FILL,2.2,321.3,FLAT,0.4,25.7,RAINY,24.8,11.5,1685.0,308.0,12.4,0.245,95.2,1604.0,289.5,478.5
TH00747,,EXCAVATOR,EX-972XE,Earth Excavation,BEGINNER,1.8,CRUSHED_STONE,1.7,145.3,FLAT,0.0,3.0,WINDY,23.9,0.0,,2227.0,3.7,0.301,56.6,2099.0,53.6,60.7
TH00748,,WHEEL_LOADER,WL-336,Road Preparation,INTERMEDIATE,2.7,ASPHALT_MILLINGS,1.4,2706.8,ROLLING,12.7,18.1,CLOUDY,17.1,0.0,5466.0,129.0,7.7,0.089,30.2,1660.0,405.4,418.7
TH00749,,WHEEL_LOADER,WL-986,Material Stockpiling,INTERMEDIATE,3.9,CLAY,1.6,504.9,MOUNTAINOUS,21.2,21.1,SUNNY,27.1,0.0,6424.0,3161.0,11.8,0.166,66.7,1520.0,109.4,220.3
TH00750,T00750,MOTOR_GRADER,MG-390D2,Road Preparation,EXPERT,19.9,ROCK_FILL,2.2,2258.7,FLAT,3.0,3.0,WINDY,14.8,0.0,4624.0,3017.0,8.3,0.174,62.1,1285.0,145.0,193.2
TH00751,T00751,BACKHOE_LOADER,BL-390,Trenching,BEGINNER,2.3,GRAVEL,1.8,484.1,FLAT,2.7,11.2,CLOUDY,22.9,0.0,5406.0,1578.0,10.5,0.215,79.3,1534.0,372.8,460.1
TH00752,T00752,COMPACTOR,CP-972D2,Road Preparation,INTERMEDIATE,5.5,ASPHALT_MILLINGS,1.4,1495.9,MOUNTAINOUS,26.2,3.0,SUNNY,44.1,0.0,9638.0,508.0,4.2,0.174,79.9,1922.0,106.0,179.9
TH00753,,BACKHOE_LOADER,BL-986GC,Trenching,INTERMEDIATE,7.1,ROCK_FILL,2.2,290.4,ROLLING,5.1,33.9,RAINY,23.1,12.5,1313.0,637.0,10.6,0.159,40.9,1618.0,174.9,302.3
TH00754,,MOTOR_GRADER,MG-160D,Hauling,BEGINNER,1.6,CRUSHED_STONE,1.7,964.2,UNEVEN,3.1,32.3,RAINY,17.6,10.5,717.0,2586.0,7.7,0.385,57.0,1850.0,835.1,2236.3
TH00755,,BACKHOE_LOADER,BL-390D2,Grading,BEGINNER,1.6,ASPHALT_MILLINGS,1.4,458.9,UNEVEN,1.2,3.4,CLOUDY,20.7,0.0,8553.0,1596.0,4.2,0.186,46.9,2154.0,48.0,50.1
TH00756,,MOTOR_GRADER,MG-986XE,Trenching,INTERMEDIATE,5.5,GRAVEL,1.8,211.5,FLAT,0.0,12.7,FOG,39.6,0.9,241.0,2107.0,12.4,0.307,48.2,1311.0,259.1,527.3
TH00757,,BACKHOE_LOADER,BL-986D,Trenching,INTERMEDIATE,2.6,CRUSHED_STONE,1.7,347.8,FLAT,6.5,69.0,STORM,20.8,29.0,379.0,1593.0,12.0,0.155,46.4,1490.0,214.4,746.2
TH00758,,WHEEL_LOADER,WL-986,Material Loading,INTERMEDIATE,6.4,GRAVEL,1.8,2242.6,MOUNTAINOUS,16.7,68.2,STORM,25.4,34.8,85.0,1399.0,11.8,0.194,77.7,1298.0,510.6,2132.6
TH00759,T00759,WHEEL_LOADER,WL-336,Demolition,BEGINNER,0.8,TOPSOIL,1.3,142.1,ROLLING,8.1,13.4,FOG,20.3,0.1,63.0,388.0,7.7,0.181,54.5,1188.0,126.9,211.3
TH00760,T00760,EXCAVATOR,EX-320GC,Earth Excavation,BEGINNER,0.8,SAND,1.5,740.0,MOUNTAINOUS,11.8,16.2,CLOUDY,30.0,0.0,6797.0,1527.0,5.3,0.161,55.4,1616.0,277.4,348.9
TH00761,T00761,WHEEL_LOADER,WL-140XE,Material Loading,INTERMEDIATE,3.0,GRAVEL,1.8,2284.9,UNEVEN,0.0,18.2,SUNNY,21.8,0.0,7809.0,1706.0,8.1,0.125,62.0,1420.0,547.1,503.1
TH00762,,EXCAVATOR,EX-950D2,Demolition,INTERMEDIATE,6.4,ROCK_FILL,2.2,1388.5,HILLY,20.8,9.4,RAINY,20.1,1.3,827.0,3236.0,3.2,0.043,55.8,1910.0,563.1,1125.6
TH00763,,EXCAVATOR,EX-950D2,Trenching,INTERMEDIATE,2.6,CLAY,1.6,106.7,HILLY,8.5,11.4,CLOUDY,24.6,0.0,8389.0,3047.0,3.2,0.125,33.2,1628.0,66.2,73.0
TH00764,T00764,WHEEL_LOADER,WL-972XE,Road Preparation,INTERMEDIATE,5.8,ROCK_FILL,2.2,5489.8,FLAT,0.7,10.2,FOG,27.2,0.3,293.0,2174.0,14.4,0.138,89.3,1481.0,723.5,1214.5
TH00765,T00765,MOTOR_GRADER,MG-220D2,Hauling,BEGINNER,1.8,ASPHALT_MILLINGS,1.4,644.8,UNEVEN,0.8,39.6,RAINY,18.0,13.8,500.0,2132.0,1.2,0.305,74.3,2363.0,473.1,1147.1
TH00766,,BACKHOE_LOADER,BL-986D,Trenching,INTERMEDIATE,5.8,GRAVEL,1.8,290.8,FLAT,4.7,21.4,SUNNY,20.0,0.0,8256.0,2172.0,12.0,0.107,42.8,1422.0,169.6,172.7
TH00767,,BACKHOE_LOADER,BL-390D2,Trenching,EXPERT,23.6,GRAVEL,1.8,502.8,UNEVEN,1.9,18.3,RAINY,26.7,8.8,1733.0,1805.0,4.2,0.139,38.3,1402.0,243.3,371.8
TH00768,,EXCAVATOR,EX-140GC,Soil Compaction,BEGINNER,0.8,SAND,1.5,3755.3,UNEVEN,0.0,8.1,CLOUDY,41.1,0.0,5612.0,883.0,5.6,0.254,18.5,1118.0,340.9,339.7
TH00769,,EXCAVATOR,EX-226D2,Material Loading,BEGINNER,2.3,CLAY,1.6,685.6,MOUNTAINOUS,16.0,30.7,CLOUDY,28.3,0.0,4230.0,1358.0,1.1,0.274,21.5,1770.0,206.5,336.9
TH00770,T00770,MOTOR_GRADER,MG-336GC,Road Preparation,INTERMEDIATE,3.6,CRUSHED_STONE,1.7,4411.2,FLAT,3.0,3.4,SUNNY,22.6,0.0,4577.0,1621.0,10.0,0.248,57.5,1479.0,336.7,410.5
TH00771,,BACKHOE_LOADER,BL-220GC,Trenching,BEGINNER,2.3,TOPSOIL,1.3,131.9,UNEVEN,0.0,24.2,RAINY,23.0,3.8,791.0,1009.0,3.0,0.104,66.9,1926.0,99.0,135.7
TH00772,,COMPACTOR,CP-986D2,Road Preparation,EXPERT,23.6,GRAVEL,1.8,1661.6,ROLLING,9.2,16.6,WINDY,22.4,0.0,3991.0,366.0,8.3,0.176,26.1,1674.0,105.9,134.4
TH00773,,ARTICULATED_HAULER,AH-140D2,Earth Excavation,EXPERT,19.9,TOPSOIL,1.3,1220.3,ROLLING,5.7,8.0,CLOUDY,22.8,0.0,3802.0,2249.0,7.4,0.158,48.0,1232.0,660.1,677.4
TH00774,T00774,MOTOR_GRADER,MG-986D2,Grading,BEGINNER,0.8,GRAVEL,1.8,4678.8,HILLY,12.2,36.1,RAINY,27.2,10.9,639.0,1747.0,11.1,0.216,44.7,1783.0,289.2,605.0
TH00775,,COMPACTOR,CP-972D2,Trenching,INTERMEDIATE,6.4,CLAY,1.6,168.0,MOUNTAINOUS,29.7,17.4,SUNNY,29.1,0.0,8910.0,823.0,4.2,0.146,32.1,1471.0,212.6,338.5
TH00776,T00776,MOTOR_GRADER,MG-220D2,Road Preparation,BEGINNER,1.5,TOPSOIL,1.3,1133.1,UNEVEN,0.8,5.3,CLOUDY,15.3,0.0,8475.0,1518.0,1.2,0.303,69.9,1405.0,102.7,131.9
TH00777,,EXCAVATOR,EX-140GC,Earth Excavation,BEGINNER,1.4,SAND,1.5,841.4,UNEVEN,0.0,17.3,RAINY,24.8,4.2,1572.0,679.0,5.6,0.166,63.2,1861.0,328.6,535.3
TH00778,T00778,DOZER,DZ-950D,Earth Excavation,INTERMEDIATE,7.0,CLAY,1.6,1344.7,MOUNTAINOUS,11.8,12.6,SUNNY,14.3,0.0,6708.0,203.0,1.6,0.23,52.4,1557.0,833.3,1142.5
TH00779,T00779,BACKHOE_LOADER,BL-220GC,Trenching,INTERMEDIATE,2.6,SAND,1.5,427.2,UNEVEN,0.0,3.0,SUNNY,22.6,0.0,9496.0,1781.0,3.0,0.232,24.0,1754.0,263.9,281.4
TH00780,,ARTICULATED_HAULER,AH-349D,Material Stockpiling,EXPERT,14.9,ROCK_FILL,2.2,1527.5,ROLLING,6.8,18.7,WINDY,46.9,0.0,8372.0,1364.0,0.8,0.105,45.3,1588.0,583.6,856.6
TH00781,T00781,WHEEL_LOADER,WL-336,Material Stockpiling,INTERMEDIATE,6.7,ROCK_FILL,2.2,481.2,ROLLING,8.1,15.9,CLOUDY,28.1,0.0,9270.0,3390.0,7.7,0.104,61.6,1650.0,104.6,176.5
TH00782,,WHEEL_LOADER,WL-390D2,Material Loading,INTERMEDIATE,5.5,CRUSHED_STONE,1.7,268.4,ROLLING,13.2,9.7,SUNNY,25.4,0.0,9600.0,2773.0,14.3,0.052,54.5,1502.0,61.8,60.6
TH00783,,ARTICULATED_HAULER,AH-226D,Hauling,INTERMEDIATE,5.0,SAND,1.5,2212.1,ROLLING,13.2,20.8,CLOUDY,,0.0,7716.0,908.0,2.4,0.074,51.6,1696.0,744.0,883.9
TH00784,T00784,WHEEL_LOADER,WL-140XE,Demolition,BEGINNER,1.6,GRAVEL,1.8,457.8,UNEVEN,0.0,15.9,CLOUDY,,0.0,6202.0,142.0,8.1,0.278,57.0,1890.0,504.2,512.8
TH00785,T00785,EXCAVATOR,EX-972XE,Road Preparation,BEGINNER,1.5,CLAY,1.6,4403.8,FLAT,0.4,21.8,RAINY,19.4,8.1,1521.0,2326.0,3.7,0.226,46.8,1203.0,925.5,1355.0
TH00786,T00786,MOTOR_GRADER,MG-390D2,Trenching,INTERMEDIATE,6.7,CRUSHED_STONE,1.7,525.6,FLAT,3.0,15.5,CLOUDY,20.5,0.0,6504.0,244.0,8.3,0.15,34.3,1930.0,512.6,684.0
TH00787,T00787,MOTOR_GRADER,MG-986D2,Grading,INTERMEDIATE,7.6,SAND,1.5,4658.1,HILLY,12.2,6.4,SUNNY,24.3,0.0,5663.0,3056.0,11.1,0.106,56.6,1650.0,215.5,266.0
